area_type,location,area,bathrooms,balcony,price,bedrooms,price_per_sqft,total_rooms,is_luxury
Built-up  Area,Chennappa Layout,1080.0,2.0,2.0,44.8,2.0,0.04148148148148148,4.0,0
Carpet  Area,Doddabommasandra,3150.0,5.0,2.0,145.0,8.0,0.046031746031746035,13.0,1
Plot  Area,Nagadevanahalli,2400.0,2.0,2.0,135.0,2.0,0.05625,4.0,1
Built-up  Area,Hulimavu,1450.0,3.0,3.0,72.0,3.0,0.0496551724137931,6.0,1
Super built-up  Area,Kothanur,1075.0,2.0,2.0,53.0,2.0,0.04930232558139535,4.0,0
Super built-up  Area,Sarjapur  Road,1163.0,2.0,2.0,62.0,3.0,0.05331040412725709,5.0,0
Built-up  Area,TC Palaya,1200.0,2.0,0.0,65.0,2.0,0.05416666666666667,4.0,0
Plot  Area,Kattigenahalli,1200.0,8.0,1.0,135.0,8.0,0.1125,16.0,1
Built-up  Area,Hebbal,1299.0,2.0,1.0,100.0,2.0,0.07698229407236336,4.0,1
Built-up  Area,Electronic City,1130.0,2.0,1.0,32.63,2.0,0.02887610619469027,4.0,0
Super built-up  Area,HRBR Layout,1170.0,2.0,2.0,75.0,2.0,0.0641025641025641,4.0,1
Super built-up  Area,JP Nagar,2195.0,2.0,2.0,152.0,3.0,0.06924829157175398,5.0,1
Super built-up  Area,Yelahanka,2600.0,4.0,3.0,175.0,4.0,0.0673076923076923,8.0,1
Super built-up  Area,KR Puram,1140.0,2.0,1.0,43.32,2.0,0.038,4.0,0
Super built-up  Area,Kanakpura Road,1900.0,3.0,3.0,125.0,3.0,0.06578947368421052,6.0,1
Built-up  Area,Bommasandra Industrial Area,1090.0,2.0,1.0,31.48,2.0,0.028880733944954128,4.0,0
Super built-up  Area,Electronic City,1110.0,2.0,1.0,39.95,2.0,0.03599099099099099,4.0,0
Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,57.0,1.0,0.08085106382978724,2.0,0
Super built-up  Area,HBR Layout,1089.0,2.0,1.0,60.0,2.0,0.05509641873278237,4.0,0
Plot  Area,tc.palya,880.0,2.0,1.0,48.0,2.0,0.05454545454545454,4.0,0
Built-up  Area,Kereguddadahalli,1080.0,2.0,2.0,32.0,2.0,0.02962962962962963,4.0,0
Super built-up  Area,Thanisandra,1093.0,2.0,1.0,68.1,2.0,0.062305580969807865,4.0,1
Super built-up  Area,Banashankari Stage III,1480.0,3.0,1.0,75.48,3.0,0.051000000000000004,6.0,1
Super built-up  Area,Hegde Nagar,1703.0,3.0,2.0,125.0,3.0,0.07339988256018791,6.0,1
Super built-up  Area,Hebbal,1200.0,2.0,1.0,60.0,2.0,0.05,4.0,0
Super built-up  Area,Marathahalli,1690.0,3.0,2.0,116.0,3.0,0.06863905325443787,6.0,1
Super built-up  Area,Yelahanka,1305.0,2.0,1.0,78.0,2.0,0.059770114942528735,4.0,1
Super built-up  Area,Talaghattapura,1257.0,2.0,2.0,40.22,3.0,0.031996817820206844,5.0,0
Super built-up  Area,Subash Nagar,1150.0,2.0,2.0,45.0,2.0,0.0391304347826087,4.0,0
Super built-up  Area,Stage-4 Bommanahalli,1194.0,2.0,0.0,55.0,2.0,0.046063651591289785,4.0,0
Built-up  Area,Chokkahalli,2000.0,3.0,1.0,90.0,3.0,0.045,6.0,1
Plot  Area,Anekal,1500.0,4.0,1.0,99.0,3.0,0.066,7.0,1
Built-up  Area,Bellari Road,1025.0,2.0,0.0,42.5,2.0,0.041463414634146344,4.0,0
Built-up  Area,Horamavu Agara,980.0,2.0,1.0,38.19,2.0,0.03896938775510204,4.0,0
Plot  Area,Hosakerehalli,1200.0,2.0,1.0,100.0,3.0,0.08333333333333333,5.0,1
Super built-up  Area,Whitefield,2225.0,3.0,1.0,149.0,3.0,0.06696629213483146,6.0,1
Super built-up  Area,Ashirvad Colony,1022.0,2.0,2.0,57.0,2.0,0.05577299412915851,4.0,0
Plot  Area,Sidedahalli,882.0,3.0,0.0,72.0,4.0,0.08163265306122448,7.0,1
Built-up  Area,Narayanapura,1153.0,2.0,2.0,45.0,2.0,0.03902862098872507,4.0,0
Super built-up  Area,Pai Layout,1175.0,2.0,2.0,60.0,2.0,0.05106382978723404,4.0,0
Built-up  Area,Vidyaranyapura,1560.0,3.0,3.0,68.0,3.0,0.04358974358974359,6.0,1
Built-up  Area,Yelahanka New Town,650.0,1.0,1.0,17.0,1.0,0.026153846153846153,2.0,0
Plot  Area,Vishwapriya Nagar,600.0,3.0,2.0,65.0,3.0,0.10833333333333334,6.0,0
Super built-up  Area,Billekahalli,1350.0,3.0,2.0,55.0,2.0,0.040740740740740744,5.0,0
Plot  Area,Akshya Nagar,1200.0,2.0,1.0,76.0,2.0,0.06333333333333334,4.0,1
Super built-up  Area,Telecom Layout,1200.0,1.0,1.0,54.0,2.0,0.045,3.0,0
Super built-up  Area,Chandapura,800.0,2.0,1.0,25.0,2.0,0.03125,4.0,0
Super built-up  Area,Electronic City,2093.0,4.0,1.0,104.0,4.0,0.049689440993788817,8.0,1
Super built-up  Area,Uttarahalli,1320.0,2.0,2.0,55.44,3.0,0.041999999999999996,5.0,0
Super built-up  Area,Bannerghatta Road,1275.0,2.0,1.0,73.0,2.0,0.05725490196078432,4.0,1
Super built-up  Area,Begur Road,1215.0,2.0,2.0,43.13,2.0,0.03549794238683128,4.0,0
Super built-up  Area,Kanakapura,1130.0,2.0,1.0,45.2,2.0,0.04,4.0,0
Super built-up  Area,Begur Road,1444.0,2.0,2.0,71.5,3.0,0.04951523545706371,5.0,1
Super built-up  Area,Vikram Nagar,950.0,2.0,2.0,38.0,2.0,0.04,4.0,0
Super built-up  Area,Padmanabhanagar,1000.0,1.0,2.0,90.0,2.0,0.09,3.0,1
Super built-up  Area,Banashankari Stage II,1240.0,2.0,2.0,59.52,3.0,0.048,5.0,0
Plot  Area,2nd Stage Nagarbhavi,600.0,4.0,2.0,125.0,4.0,0.20833333333333334,8.0,1
Super built-up  Area,Hennur,1231.0,2.0,2.0,50.0,2.0,0.04061738424045491,4.0,0
Super built-up  Area,Benson Town,1300.0,2.0,1.0,120.0,2.0,0.09230769230769231,4.0,1
Super built-up  Area,Yeshwanthpur,1713.0,3.0,2.0,110.0,3.0,0.0642148277875073,6.0,1
Super built-up  Area,Kogilu,1200.0,2.0,1.0,53.33,2.0,0.044441666666666664,4.0,0
Built-up  Area,Sarjapur  Road,3004.0,4.0,1.0,158.0,3.0,0.0525965379494008,7.0,1
Built-up  Area,Sonnenahalli,1310.0,2.0,0.0,46.0,3.0,0.035114503816793895,5.0,0
Super built-up  Area,Jalahalli,790.0,2.0,1.0,49.5,2.0,0.06265822784810127,4.0,0
Super built-up  Area,Koramangala,1744.0,3.0,1.0,200.0,3.0,0.11467889908256881,6.0,1
Super built-up  Area,Amblipura,1605.0,3.0,2.0,100.0,3.0,0.06230529595015576,6.0,1
Super built-up  Area,Whitefield,1250.0,2.0,2.0,82.0,2.0,0.0656,4.0,1
Built-up  Area,Subramanyapura,1260.0,2.0,2.0,76.0,3.0,0.06031746031746032,5.0,1
Super built-up  Area,Rajaji Nagar,1615.0,3.0,1.0,175.0,3.0,0.10835913312693499,6.0,1
Super built-up  Area,Yelahanka,1180.0,2.0,1.0,56.0,2.0,0.04745762711864407,4.0,0
Super built-up  Area,Uttarahalli,1255.0,2.0,2.0,50.19,3.0,0.03999203187250996,5.0,0
Super built-up  Area,Electronic City,1025.0,2.0,1.0,53.9,2.0,0.052585365853658535,4.0,0
Super built-up  Area,Sarjapur  Road,1877.0,4.0,2.0,150.0,3.0,0.07991475759190197,7.0,1
Built-up  Area,Lakshminarayana Pura,1649.0,3.0,2.0,150.0,3.0,0.09096422073984232,6.0,1
Built-up  Area,Hennur,2500.0,5.0,2.0,125.0,5.0,0.05,10.0,1
Built-up  Area,Doddakammanahalli,1542.0,3.0,2.0,98.0,3.0,0.06355382619974059,6.0,1
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,105.0,2.0,0.07404795486600846,4.0,1
Built-up  Area,Sarvabhouma Nagar,1012.0,2.0,0.0,42.0,2.0,0.041501976284584984,4.0,0
Plot  Area,Chandapura,1200.0,2.0,1.0,65.0,2.0,0.05416666666666667,4.0,0
Super built-up  Area,Sarjapur  Road,1115.0,2.0,2.0,43.0,2.0,0.03856502242152467,4.0,0
Super built-up  Area,Green Glen Layout,1680.0,4.0,3.0,95.0,3.0,0.05654761904761905,7.0,1
Super built-up  Area,Old Madras Road,1171.0,2.0,2.0,72.0,2.0,0.06148590947907771,4.0,1
Super built-up  Area,Tumkur Road,1027.0,2.0,1.0,68.62,2.0,0.0668159688412853,4.0,1
Super built-up  Area,Shampura,1700.0,3.0,3.0,75.0,3.0,0.04411764705882353,6.0,1
Super built-up  Area,Kanakapura,1090.0,2.0,2.0,38.15,2.0,0.034999999999999996,4.0,0
Super built-up  Area,Hennur Road,1232.0,2.0,1.0,74.0,2.0,0.060064935064935064,4.0,1
Super built-up  Area,Anekal,766.0,2.0,2.0,28.0,2.0,0.03655352480417755,4.0,0
Plot  Area,Banashankari Stage III,1200.0,5.0,0.0,180.0,5.0,0.15,10.0,1
Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,27.0,1.0,0.05142857142857143,2.0,0
Super built-up  Area,Hosa Road,525.0,3.0,1.0,109.0,3.0,0.20761904761904762,6.0,1
Built-up  Area,JP Nagar,1452.0,2.0,1.0,41.0,3.0,0.028236914600550965,5.0,0
Super built-up  Area,Choodasandra,1254.0,2.0,1.0,65.0,3.0,0.051834130781499205,5.0,0
Built-up  Area,MS Pallya,3600.0,5.0,0.0,110.0,5.0,0.030555555555555555,10.0,1
Super built-up  Area,Kanakpura Road,1593.0,3.0,1.0,118.0,3.0,0.07407407407407407,6.0,1
Super built-up  Area,ITI Layout,1333.0,2.0,2.0,77.27,2.0,0.05796699174793698,4.0,1
Built-up  Area,Herohalli,1100.0,3.0,1.0,110.0,3.0,0.1,6.0,1
Super built-up  Area,Raja Rajeshwari Nagar,1375.0,2.0,1.0,54.99,3.0,0.03999272727272728,5.0,0
Super built-up  Area,Ardendale,1650.0,3.0,3.0,82.0,3.0,0.0496969696969697,6.0,1
Super built-up  Area,Thanisandra,1430.0,2.0,2.0,51.48,3.0,0.036,5.0,0
Built-up  Area,Electronic City,940.0,2.0,1.0,54.0,2.0,0.0574468085106383,4.0,0
Super built-up  Area,Electronic City,435.0,1.0,1.0,21.0,1.0,0.04827586206896552,2.0,0
Super built-up  Area,Begur Road,1160.0,2.0,2.0,36.54,2.0,0.0315,4.0,0
Super built-up  Area,Electronic City,1500.0,2.0,1.0,77.5,3.0,0.051666666666666666,5.0,1
Super built-up  Area,Koramangala,1890.0,2.0,1.0,100.0,3.0,0.05291005291005291,5.0,1
Built-up  Area,Doopanahalli,1050.0,2.0,1.0,70.0,2.0,0.06666666666666667,4.0,1
Plot  Area,Singasandra,1200.0,6.0,3.0,220.0,6.0,0.18333333333333332,12.0,1
Super built-up  Area,Haralur Road,1027.0,2.0,2.0,43.0,2.0,0.04186952288218111,4.0,0
Super built-up  Area,Whitefield,1495.0,2.0,2.0,61.28,3.0,0.04098996655518395,5.0,0
Super built-up  Area,Tumkur Road,1459.0,2.0,1.0,95.0,3.0,0.06511309115832763,5.0,1
Super built-up  Area,Yelahanka,1711.0,3.0,3.0,85.61,3.0,0.050035067212156635,6.0,1
Super built-up  Area,Hoodi,1250.0,2.0,2.0,98.0,2.0,0.0784,4.0,1
Super built-up  Area,Chandapura,645.0,1.0,1.0,16.45,1.0,0.025503875968992246,2.0,0
Plot  Area,Anandapura,875.0,2.0,1.0,57.0,2.0,0.06514285714285714,4.0,0
Built-up  Area,Ramamurthy Nagar,1334.0,2.0,1.0,67.0,2.0,0.05022488755622189,4.0,1
Built-up  Area,Huskur,1140.0,2.0,1.0,32.92,2.0,0.02887719298245614,4.0,0
Super built-up  Area,Sarjapur  Road,1115.0,2.0,2.0,50.0,2.0,0.04484304932735426,4.0,0
Plot  Area,Amruthahalli,1200.0,5.0,2.0,200.0,3.0,0.16666666666666666,8.0,1
Super built-up  Area,Rajaji Nagar,1776.0,3.0,1.0,190.0,3.0,0.10698198198198199,6.0,1
Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,160.0,3.0,0.07722007722007722,7.0,1
Plot  Area,Kundalahalli,1600.0,3.0,2.0,170.0,3.0,0.10625,6.0,1
Plot  Area,Lakshmi Layout,1200.0,4.0,2.0,115.0,6.0,0.09583333333333334,10.0,1
Super built-up  Area,Kengeri Satellite Town,920.0,2.0,3.0,39.0,2.0,0.042391304347826085,4.0,0
Super built-up  Area,Chandapura,778.0,2.0,0.0,25.29,2.0,0.03250642673521851,4.0,0
Plot  Area,Nagasandra,1310.0,3.0,3.0,95.0,4.0,0.07251908396946564,7.0,1
Super built-up  Area,Electronic City,1631.0,3.0,2.0,80.0,3.0,0.049049662783568364,6.0,1
Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,27.5,1.0,0.05238095238095238,2.0,0
Built-up  Area,Jalahalli,1395.0,3.0,3.0,82.0,3.0,0.05878136200716846,6.0,1
Super built-up  Area,Devi Nagar,2000.0,3.0,2.0,105.0,3.0,0.0525,6.0,1
Super built-up  Area,Hennur Road,1232.0,2.0,1.0,66.0,2.0,0.05357142857142857,4.0,0
Super built-up  Area,Virupakshapura,1075.0,2.0,1.0,55.0,2.0,0.05116279069767442,4.0,0
Super built-up  Area,Gubbalala,1205.0,2.0,2.0,70.0,2.0,0.058091286307053944,4.0,1
Plot  Area,Muthyala Nagar,1200.0,4.0,2.0,165.0,4.0,0.1375,8.0,1
Super built-up  Area,Rajiv Nagar,2340.0,5.0,1.0,129.0,4.0,0.05512820512820513,9.0,1
Super built-up  Area,Rayasandra,1179.0,2.0,1.0,55.0,3.0,0.04664970313825276,5.0,0
Super built-up  Area,Kodigehaali,1013.0,2.0,1.0,51.0,2.0,0.050345508390918066,4.0,0
Super built-up  Area,Uttarahalli,1160.0,2.0,2.0,40.6,2.0,0.035,4.0,0
Super built-up  Area,7th Phase JP Nagar,1200.0,2.0,2.0,62.5,2.0,0.052083333333333336,4.0,0
Plot  Area,Nrupathunga Nagar,1200.0,5.0,0.0,80.0,7.0,0.06666666666666667,12.0,1
Super built-up  Area,Uttarahalli,1255.0,2.0,3.0,50.19,3.0,0.03999203187250996,5.0,0
Built-up  Area,Richmond Town,1100.0,2.0,1.0,145.0,3.0,0.1318181818181818,5.0,1
Built-up  Area,Samethanahalli,1069.0,2.0,1.0,55.0,2.0,0.05144995322731525,4.0,0
Plot  Area,Kyalasanahalli,1200.0,3.0,2.0,99.0,3.0,0.0825,6.0,1
Super built-up  Area,Marathahalli,1065.0,2.0,2.0,55.0,2.0,0.051643192488262914,4.0,0
Built-up  Area,Lakshminarayana Pura,1395.0,2.0,0.0,75.0,2.0,0.053763440860215055,4.0,1
Built-up  Area,Hebbal Kempapura,1725.0,2.0,1.0,165.0,3.0,0.09565217391304348,5.0,1
Built-up  Area,Coconut Grove Layout,1007.0,2.0,2.0,43.0,2.0,0.04270109235352532,4.0,0
Built-up  Area,Kengeri,1436.0,2.0,2.0,55.0,3.0,0.0383008356545961,5.0,0
Super built-up  Area,Amrita Nagar,4250.0,6.0,3.0,150.0,6.0,0.03529411764705882,12.0,1
Super built-up  Area,Hebbal,1645.0,3.0,2.0,117.0,3.0,0.07112462006079028,6.0,1
Plot  Area,Kengeri,1200.0,2.0,0.0,58.0,2.0,0.04833333333333333,4.0,0
Super built-up  Area,Mysore Road,940.0,2.0,1.0,43.61,2.0,0.0463936170212766,4.0,0
Built-up  Area,KR Puram,4300.0,6.0,2.0,175.0,6.0,0.040697674418604654,12.0,1
Built-up  Area,Indira Nagar,1740.0,3.0,2.0,191.0,3.0,0.10977011494252874,6.0,1
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2.0,0.03936348408710218,4.0,0
Super built-up  Area,Dodda Nekkundi,1829.0,3.0,2.0,125.0,3.0,0.0683433570256971,6.0,1
Plot  Area,Whitefield,1800.0,4.0,3.0,178.0,4.0,0.09888888888888889,8.0,1
Super built-up  Area,Austin Town,1000.0,2.0,1.0,60.0,2.0,0.06,4.0,0
Plot  Area,Vignana Nagar,800.0,4.0,2.0,98.0,5.0,0.1225,9.0,1
Super built-up  Area,Kadabagere,675.0,1.0,1.0,15.0,2.0,0.022222222222222223,3.0,0
Super built-up  Area,Hebbal,1390.0,2.0,2.0,95.0,2.0,0.0683453237410072,4.0,1
Super built-up  Area,Lakshminarayana Pura,1500.0,3.0,2.0,104.0,3.0,0.06933333333333333,6.0,1
Super built-up  Area,Vijayanagar,2047.0,3.0,2.0,136.0,3.0,0.06643869076697606,6.0,1
Super built-up  Area,Jakkur,1202.0,2.0,1.0,79.0,2.0,0.06572379367720466,4.0,1
Super built-up  Area,Kodbisanhalli,1012.0,2.0,1.0,59.0,2.0,0.058300395256917,4.0,0
Super built-up  Area,Gunjur,2132.0,3.0,3.0,80.0,3.0,0.0375234521575985,6.0,1
Super built-up  Area,Whitefield,605.0,1.0,1.0,40.0,1.0,0.06611570247933884,2.0,0
Super built-up  Area,Harlur,1331.0,2.0,1.0,88.0,2.0,0.06611570247933884,4.0,1
Plot  Area,Margondanahalli,1200.0,2.0,0.0,69.0,2.0,0.0575,4.0,1
Plot  Area,Sahakara Nagar,1200.0,2.0,1.0,136.0,2.0,0.11333333333333333,4.0,1
Plot  Area,Kammanahalli,600.0,2.0,1.0,50.0,3.0,0.08333333333333333,5.0,0
Super built-up  Area,Akshaya Vana,1280.0,2.0,2.0,49.0,3.0,0.03828125,5.0,0
Super built-up  Area,Balagere,1007.0,2.0,1.0,62.0,2.0,0.06156901688182721,4.0,0
Super built-up  Area,Thanisandra,1370.0,2.0,1.0,61.0,3.0,0.04452554744525548,5.0,0
Super built-up  Area,Kalkere,925.0,2.0,2.0,35.0,2.0,0.03783783783783784,4.0,0
Super built-up  Area,TC Palaya,1500.0,2.0,0.0,75.0,2.0,0.05,4.0,1
Built-up  Area,Attibele,450.0,1.0,1.0,12.5,1.0,0.027777777777777776,2.0,0
Built-up  Area,Peenya,1200.0,4.0,1.0,140.0,4.0,0.11666666666666667,8.0,1
Super built-up  Area,Hennur Road,1341.0,2.0,1.0,95.0,2.0,0.07084265473527218,4.0,1
Super built-up  Area,2nd Phase Judicial Layout,1350.0,2.0,2.0,47.25,3.0,0.035,5.0,0
Super built-up  Area,Tumkur Road,992.0,2.0,1.0,60.0,2.0,0.06048387096774194,4.0,0
Super built-up  Area,Uttarahalli,1163.0,2.0,2.0,68.0,2.0,0.058469475494411005,4.0,1
Super built-up  Area,Sarjapur  Road,1229.0,2.0,2.0,70.0,2.0,0.05695687550854353,4.0,1
Plot  Area,Gowdanapalya,600.0,2.0,2.0,39.0,2.0,0.065,4.0,0
Super built-up  Area,Electronic City Phase II,1219.0,2.0,1.0,61.26,2.0,0.05025430680885972,4.0,0
Super built-up  Area,Raja Rajeshwari Nagar,1525.0,2.0,2.0,99.13,3.0,0.06500327868852458,5.0,1
Super built-up  Area,Kasavanhalli,1147.0,2.0,1.0,60.0,2.0,0.05231037489102005,4.0,0
Super built-up  Area,Akshaya Nagar,1412.0,2.0,3.0,88.0,3.0,0.06232294617563739,5.0,1
Plot  Area,Munnekollal,1200.0,9.0,3.0,215.0,9.0,0.17916666666666667,18.0,1
Super built-up  Area,Sarjapur  Road,1044.0,2.0,1.0,34.77,2.0,0.03330459770114943,4.0,0
Super built-up  Area,Nagarbhavi,1190.0,2.0,2.0,63.0,2.0,0.052941176470588235,4.0,0
Super built-up  Area,Nagadevanahalli,1240.0,2.0,2.0,65.0,3.0,0.05241935483870968,5.0,0
Super built-up  Area,Jigani,1352.0,3.0,1.0,65.0,3.0,0.04807692307692308,6.0,0
Built-up  Area,Ashwathnagar,1100.0,2.0,2.0,55.0,2.0,0.05,4.0,0
Super built-up  Area,Uttarahalli,1330.0,2.0,2.0,39.9,3.0,0.03,5.0,0
Super built-up  Area,RR Layout,1700.0,3.0,2.0,111.0,3.0,0.06529411764705882,6.0,1
Super built-up  Area,Electronic City,1355.0,2.0,1.0,67.0,2.0,0.04944649446494465,4.0,1
Super built-up  Area,Ramamurthy Nagar,1200.0,2.0,1.0,46.0,2.0,0.03833333333333333,4.0,0
Super built-up  Area,Kengeri,400.0,2.0,1.0,25.0,1.0,0.0625,3.0,0
Built-up  Area,Sarjapur  Road,1342.0,2.0,1.0,70.0,2.0,0.05216095380029806,4.0,1
Super built-up  Area,Begur Road,1615.0,3.0,2.0,50.87,3.0,0.0314984520123839,6.0,0
Super built-up  Area,Vinayaka Nagar,1340.0,2.0,1.0,65.0,2.0,0.048507462686567165,4.0,0
Super built-up  Area,Jakkuru Layout,1200.0,2.0,1.0,54.0,2.0,0.045,4.0,0
Built-up  Area,Yeshwanthpur,400.0,1.0,0.0,55.0,1.0,0.1375,2.0,0
Super built-up  Area,Devanahalli,1080.0,2.0,1.0,52.0,2.0,0.04814814814814815,4.0,0
Super built-up  Area,Gollahalli,1600.0,2.0,1.0,31.0,2.0,0.019375,4.0,0
Super built-up  Area,Electronic City,1200.0,2.0,0.0,34.0,2.0,0.028333333333333332,4.0,0
Plot  Area,Hennur Road,2700.0,3.0,2.0,150.0,3.0,0.05555555555555555,6.0,1
Built-up  Area,Billapura,1780.0,3.0,0.0,110.0,3.0,0.06179775280898876,6.0,1
Built-up  Area,Amruthahalli,1605.0,3.0,2.0,65.0,3.0,0.040498442367601244,6.0,0
Plot  Area,Doddabommasandra,646.0,2.0,1.0,65.0,3.0,0.10061919504643962,5.0,0
Super built-up  Area,Kammanahalli,1200.0,2.0,2.0,80.0,2.0,0.06666666666666667,4.0,1
Plot  Area,Margondanahalli,900.0,2.0,0.0,49.0,2.0,0.05444444444444444,4.0,0
Built-up  Area,Sarjapur,1830.0,3.0,1.0,88.0,3.0,0.048087431693989074,6.0,1
Plot  Area,Vishwapriya Layout,690.0,4.0,1.0,83.0,5.0,0.12028985507246377,9.0,1
Plot  Area,MS Pallya,1800.0,4.0,1.0,68.0,5.0,0.03777777777777778,9.0,1
Built-up  Area,Chandapura,715.0,2.0,0.0,32.0,3.0,0.044755244755244755,5.0,0
Super built-up  Area,Chandapura,1230.0,2.0,2.0,31.37,3.0,0.025504065040650406,5.0,0
Super built-up  Area,Uttarahalli,1065.0,2.0,1.0,42.59,2.0,0.0399906103286385,4.0,0
Plot  Area,2nd Phase JP Nagar,1350.0,8.0,2.0,185.0,8.0,0.13703703703703704,16.0,1
Plot  Area,Srinagar,1080.0,3.0,2.0,149.0,3.0,0.13796296296296295,6.0,1
Built-up  Area,KHB Colony Extension,900.0,2.0,0.0,65.0,3.0,0.07222222222222222,5.0,0
Super built-up  Area,Devasthanagalu,946.0,2.0,2.0,45.0,2.0,0.04756871035940803,4.0,0
Super built-up  Area,Laggere,1500.0,1.0,0.0,60.0,1.0,0.04,2.0,0
Super built-up  Area,Sarjapur  Road,1711.0,3.0,1.0,110.0,3.0,0.06428988895382817,6.0,1
Plot  Area,Attur Layout,1200.0,3.0,2.0,160.0,4.0,0.13333333333333333,7.0,1
Super built-up  Area,Chandapura,950.0,2.0,1.0,25.65,2.0,0.027,4.0,0
Super built-up  Area,Kudlu Gate,1656.0,3.0,2.0,80.0,3.0,0.04830917874396135,6.0,1
Super built-up  Area,Uttarahalli,1075.0,2.0,1.0,46.76,2.0,0.04349767441860465,4.0,0
Super built-up  Area,Harlur,1752.12,3.0,2.0,133.0,3.0,0.0759080428281168,6.0,1
Plot  Area,Hebbal,6000.0,8.0,0.0,220.0,8.0,0.03666666666666667,16.0,1
Super built-up  Area,Kaverappa Layout,1540.0,3.0,3.0,85.0,3.0,0.05519480519480519,6.0,1
Plot  Area,6th Phase JP Nagar,600.0,4.0,3.0,125.0,4.0,0.20833333333333334,8.0,1
Super built-up  Area,LB Shastri Nagar,665.0,1.0,2.0,32.0,1.0,0.0481203007518797,2.0,0
Super built-up  Area,Sector 2 HSR Layout,1665.0,3.0,2.0,110.0,3.0,0.06606606606606606,6.0,1
Super built-up  Area,Electronics City Phase 1,1145.0,2.0,1.0,54.0,2.0,0.04716157205240175,4.0,0
Super built-up  Area,Whitefield,1185.0,2.0,2.0,41.0,2.0,0.03459915611814346,4.0,0
Plot  Area,2nd Phase JP Nagar,1200.0,3.0,1.0,190.0,3.0,0.15833333333333333,6.0,1
Built-up  Area,Marathahalli,1693.0,3.0,2.0,125.0,3.0,0.07383343177790903,6.0,1
Super built-up  Area,Dollars Layout,2456.0,3.0,3.0,220.0,3.0,0.08957654723127036,6.0,1
Super built-up  Area,Uttarahalli,1155.0,2.0,1.0,40.6,2.0,0.035151515151515156,4.0,0
Super built-up  Area,Divya Unnathi Layout,1610.0,2.0,2.0,64.4,3.0,0.04,5.0,0
Plot  Area,Whitefield,1200.0,3.0,2.0,56.58,3.0,0.04715,6.0,0
Plot  Area,Anjana Nagar,1530.0,2.0,1.0,185.0,2.0,0.12091503267973856,4.0,1
Built-up  Area,EPIP Zone,1709.0,3.0,1.0,80.0,3.0,0.046811000585137506,6.0,1
Plot  Area,Amruthahalli,600.0,4.0,0.0,60.0,4.0,0.1,8.0,0
Plot  Area,Subramanya Nagar,840.0,1.0,1.0,150.0,1.0,0.17857142857142858,2.0,1
Super built-up  Area,Gottigere,1400.0,2.0,1.0,50.0,3.0,0.03571428571428571,5.0,0
Super built-up  Area,KR Puram,1200.0,2.0,1.0,42.0,2.0,0.035,4.0,0
Super built-up  Area,Janatha Colony,1439.0,3.0,1.0,57.23,3.0,0.03977067407922168,6.0,0
Super built-up  Area,Kasavanhalli,1375.0,2.0,2.0,72.0,2.0,0.05236363636363636,4.0,1
Super built-up  Area,Vijayanagar,1200.0,2.0,1.0,75.0,3.0,0.0625,5.0,1
Built-up  Area,Yelahanka,1315.0,2.0,3.0,75.0,2.0,0.057034220532319393,4.0,1
Plot  Area,Dommasandra,1500.0,2.0,0.0,40.0,2.0,0.02666666666666667,4.0,0
Built-up  Area,Yelahanka,3600.0,6.0,1.0,200.0,6.0,0.05555555555555555,12.0,1
Super built-up  Area,Vijayanagar,1178.0,2.0,3.0,82.0,2.0,0.06960950764006792,4.0,1
Super built-up  Area,Bannerghatta Road,1430.0,3.0,2.0,59.0,3.0,0.04125874125874126,6.0,0
Super built-up  Area,Mahadevpura,1400.0,2.0,2.0,65.8,3.0,0.047,5.0,0
Super built-up  Area,Thanisandra,1093.0,2.0,2.0,72.0,2.0,0.06587374199451052,4.0,1
Super built-up  Area,Horamavu Banaswadi,1200.0,2.0,1.0,45.0,2.0,0.0375,4.0,0
Built-up  Area,1st Block Jayanagar,1200.0,2.0,0.0,130.0,3.0,0.10833333333333334,5.0,1
Built-up  Area,Whitefield,2210.0,3.0,2.0,156.0,3.0,0.07058823529411765,6.0,1
Super built-up  Area,Uttarahalli,1150.0,2.0,2.0,70.0,2.0,0.06086956521739131,4.0,1
Super built-up  Area,Silk Board,1435.0,2.0,1.0,60.0,3.0,0.041811846689895474,5.0,0
Plot  Area,Mathikere,600.0,3.0,1.0,100.0,4.0,0.16666666666666666,7.0,1
Super built-up  Area,Whitefield,1173.0,2.0,1.0,78.2,2.0,0.06666666666666667,4.0,1
Super built-up  Area,Thanisandra,1140.0,2.0,1.0,39.0,2.0,0.034210526315789476,4.0,0
Super built-up  Area,Jakkur Plantation,1717.0,3.0,3.0,120.0,3.0,0.06988934187536401,6.0,1
Super built-up  Area,Mallasandra,1325.0,2.0,3.0,65.0,2.0,0.04905660377358491,4.0,0
Built-up  Area,Hoodi,1370.0,3.0,2.0,67.0,3.0,0.04890510948905109,6.0,1
Super built-up  Area,Electronics City Phase 1,1025.0,2.0,1.0,90.0,2.0,0.08780487804878048,4.0,1
